order_id,customer_id,product_id,order_date,quantity,revenue,acquisition_channel
O9477,C5175,P1122,2026-06-03,1,202.99,direct
O9478,C5115,P1000,2026-07-11,1,242.23,direct
O9479,C5203,P1121,2026-07-24,1,358.36,paid_search
O9480,C5030,P1125,2026-03-20,1,334.21,organic_search
O9481,C5112,P1056,2026-05-31,1,117.63,direct
O9482,C5066,P1080,2026-03-26,1,141.68,organic_search
O9483,C5074,P1072,2026-07-05,1,275.57,paid_search
O9484,C5044,P1140,2026-07-22,1,219.09,direct
O9485,C5259,P1069,2026-03-19,1,479.32,referral
O9486,C5153,P1005,2026-07-29,1,277.97,paid_search
O9487,C5154,P1083,2026-07-12,1,258.93,organic_search
O9488,C5233,P1051,2026-07-19,1,158.81,email
O9489,C5050,P1002,2025-11-21,1,179.75,organic_search
O9490,C5305,P1080,2025-11-16,2,283.36,email
O9491,C5261,P1062,2026-07-31,1,119.08,organic_search
O9492,C5314,P1048,2026-01-29,1,29.48,paid_search
O9493,C5124,P1075,2026-05-12,1,91.82,organic_search
O9494,C5244,P1111,2025-12-24,1,127.7,email
O9495,C5029,P1108,2026-07-11,1,127.39,direct
O9496,C5121,P1064,2026-05-30,1,64.91,organic_search
O9497,C5124,P1080,2026-01-12,1,141.68,organic_search
O9498,C5036,P1014,2025-12-02,1,116.46,direct
O9499,C5169,P1099,2026-04-26,1,194.7,email
O9500,C5123,P1031,2026-06-09,1,90.09,direct
O9501,C5034,P1095,2025-11-27,1,33.17,organic_search
O9502,C5086,P1127,2026-07-15,1,142.5,direct
O9503,C5133,P1145,2026-03-05,2,298.58,referral
O9504,C5195,P1112,2026-03-23,1,397.12,referral
O9505,C5273,P1082,2026-07-07,1,322.71,direct
O9506,C5200,P1042,2026-06-17,1,153.0,direct
O9507,C5284,P1115,2026-05-23,2,237.1,paid_search
O9508,C5076,P1077,2025-12-22,2,412.52,direct
O9509,C5058,P1057,2026-01-23,1,148.06,organic_search
O9510,C5125,P1032,2026-05-06,1,276.6,paid_search
O9511,C5108,P1013,2026-05-25,2,269.92,organic_search
O9512,C5223,P1131,2026-05-31,2,169.96,paid_social
O9513,C5277,P1058,2026-07-20,1,260.49,referral
O9514,C5067,P1082,2026-07-25,3,968.13,direct
O9515,C5068,P1133,2026-04-25,1,285.32,email
O9516,C5164,P1120,2025-10-23,1,173.57,organic_search
O9517,C5304,P1082,2026-07-22,2,645.42,direct
O9518,C5161,P1026,2026-07-14,1,121.75,organic_search
O9519,C5308,P1079,2026-02-28,1,282.36,organic_search
O9520,C5041,P1133,2026-07-22,2,570.64,organic_search
O9521,C5108,P1012,2026-05-14,1,155.23,paid_search
O9522,C5050,P1063,2026-01-31,1,240.47,direct
O9523,C5249,P1146,2026-05-12,2,103.92,referral
O9524,C5020,P1079,2026-05-12,1,282.36,organic_search
O9525,C5299,P1122,2026-05-11,2,405.98,paid_social
O9526,C5138,P1042,2026-07-21,1,153.0,paid_search
O9527,C5091,P1088,2026-04-27,1,82.13,paid_social
O9528,C5279,P1147,2026-04-01,1,21.13,organic_search
O9529,C5124,P1094,2026-07-02,1,117.14,paid_social
O9530,C5110,P1001,2025-10-28,1,353.21,organic_search
O9531,C5138,P1119,2026-07-03,1,30.85,organic_search
O9532,C5272,P1021,2025-10-24,1,115.01,referral
O9533,C5098,P1114,2026-06-19,2,120.02,referral
O9534,C5251,P1056,2026-02-09,2,235.26,paid_search
O9535,C5103,P1071,2026-06-04,2,135.56,paid_search
O9536,C5213,P1006,2026-06-14,1,264.1,email
O9537,C5248,P1118,2026-07-13,1,321.26,paid_search
O9538,C5151,P1113,2026-07-28,1,92.13,organic_search
O9539,C5249,P1015,2026-03-03,1,134.94,referral
O9540,C5274,P1082,2026-05-31,3,968.13,paid_search
O9541,C5164,P1071,2025-11-19,1,67.78,organic_search
O9542,C5007,P1123,2026-04-21,2,231.62,paid_search
O9543,C5283,P1112,2026-06-08,1,397.12,paid_search
O9544,C5004,P1011,2026-05-26,1,225.84,paid_search
O9545,C5144,P1125,2026-04-19,2,668.42,direct
O9546,C5100,P1052,2026-07-25,1,339.93,paid_search
O9547,C5163,P1074,2025-12-25,1,223.43,direct
O9548,C5146,P1132,2026-07-21,1,287.25,direct
O9549,C5063,P1026,2026-04-19,1,121.75,referral
O9550,C5090,P1139,2026-06-24,1,308.3,email
O9551,C5116,P1144,2026-07-23,1,93.89,referral
O9552,C5266,P1133,2026-01-21,1,285.32,direct
O9553,C5309,P1096,2026-07-22,1,26.22,paid_search
O9554,C5172,P1004,2025-09-20,1,277.9,organic_search
O9555,C5046,P1056,2026-07-05,1,117.63,paid_search
O9556,C5139,P1077,2026-07-17,1,206.26,organic_search
O9557,C5245,P1068,2026-07-19,1,146.29,organic_search
O9558,C5148,P1117,2026-06-03,1,107.2,direct
O9559,C5245,P1119,2026-05-06,2,61.7,email
O9560,C5004,P1058,2026-04-29,1,260.49,organic_search
O9561,C5183,P1032,2026-07-12,1,276.6,organic_search
O9562,C5019,P1061,2026-07-29,2,242.58,paid_search
O9563,C5045,P1049,2026-07-12,1,79.63,paid_search
O9564,C5011,P1111,2025-10-31,1,127.7,direct
O9565,C5069,P1018,2026-07-25,1,192.27,email
O9566,C5016,P1122,2026-04-23,1,202.99,organic_search
O9567,C5146,P1046,2025-11-27,2,368.98,organic_search
O9568,C5153,P1032,2026-07-04,2,553.2,email
O9569,C5303,P1140,2026-06-06,1,219.09,referral
O9570,C5107,P1083,2026-04-28,1,258.93,email
O9571,C5235,P1134,2026-05-13,1,305.1,direct
O9572,C5307,P1078,2026-07-30,2,574.56,email
O9573,C5069,P1013,2026-06-25,2,269.92,organic_search
O9574,C5182,P1146,2026-06-16,3,155.88,direct
O9575,C5249,P1127,2026-01-07,2,285.0,direct
O9576,C5227,P1053,2026-07-27,1,306.78,paid_search
O9577,C5101,P1147,2026-07-23,1,21.13,referral
O9578,C5074,P1028,2026-07-29,1,51.64,direct
O9579,C5215,P1023,2026-07-23,1,206.04,referral
O9580,C5202,P1081,2026-06-19,1,86.22,organic_search
O9581,C5191,P1062,2026-05-16,1,119.08,organic_search
O9582,C5248,P1104,2026-04-13,1,320.68,organic_search
O9583,C5241,P1056,2026-07-07,1,117.63,email
O9584,C5178,P1135,2026-07-03,2,588.32,paid_search
O9585,C5218,P1061,2026-02-28,3,363.87,organic_search
O9586,C5081,P1016,2026-06-14,1,275.33,direct
O9587,C5091,P1065,2026-04-15,1,15.22,paid_search
O9588,C5174,P1005,2026-03-24,1,277.97,paid_search
O9589,C5238,P1057,2026-02-22,1,148.06,organic_search
O9590,C5259,P1068,2026-04-17,1,146.29,organic_search
O9591,C5162,P1061,2026-07-31,1,121.29,paid_search
O9592,C5047,P1081,2026-07-21,1,86.22,paid_social
O9593,C5115,P1070,2026-03-04,1,193.38,organic_search
O9594,C5224,P1130,2026-06-27,1,179.7,organic_search
O9595,C5146,P1009,2026-05-31,1,178.8,direct
O9596,C5062,P1097,2026-06-07,1,209.05,organic_search
O9597,C5293,P1088,2025-08-20,1,82.13,organic_search
O9598,C5012,P1034,2026-07-29,1,315.56,organic_search
O9599,C5188,P1001,2025-12-12,1,353.21,paid_search
O9600,C5286,P1123,2026-02-25,1,115.81,direct
O9601,C5207,P1023,2026-01-11,1,206.04,organic_search
O9602,C5113,P1073,2026-06-01,2,346.34,paid_search
O9603,C5021,P1021,2026-01-05,2,230.02,paid_search
O9604,C5213,P1038,2026-06-20,1,163.59,paid_search
O9605,C5170,P1019,2026-06-12,1,77.39,paid_search
O9606,C5053,P1040,2026-04-21,1,239.7,organic_search
O9607,C5297,P1147,2026-07-12,1,21.13,referral
O9608,C5319,P1107,2026-02-03,2,328.02,organic_search
O9609,C5125,P1146,2026-06-23,1,51.96,organic_search
O9610,C5276,P1083,2026-05-10,1,258.93,organic_search
O9611,C5203,P1110,2026-05-05,3,405.51,organic_search
O9612,C5193,P1065,2026-04-23,1,15.22,direct
O9613,C5168,P1052,2026-04-12,2,679.86,paid_search
O9614,C5151,P1033,2026-04-22,1,198.15,email
O9615,C5034,P1149,2026-07-12,1,100.06,paid_social
O9616,C5183,P1066,2026-07-16,1,216.44,referral
O9617,C5285,P1133,2026-06-26,1,285.32,organic_search
O9618,C5056,P1026,2026-07-13,2,243.5,organic_search
O9619,C5221,P1009,2026-07-28,1,178.8,paid_search
O9620,C5302,P1072,2026-06-28,1,275.57,direct
O9621,C5162,P1095,2026-05-10,1,33.17,organic_search
O9622,C5018,P1047,2026-06-15,1,28.16,organic_search
O9623,C5263,P1069,2025-12-19,1,479.32,direct
O9624,C5281,P1099,2026-07-26,2,389.4,referral
O9625,C5112,P1058,2025-11-12,1,260.49,paid_search
O9626,C5029,P1001,2026-07-13,1,353.21,organic_search
O9627,C5134,P1064,2026-06-19,1,64.91,organic_search
O9628,C5066,P1082,2026-05-19,1,322.71,email
O9629,C5064,P1009,2026-06-02,1,178.8,paid_search
O9630,C5291,P1052,2025-12-27,1,339.93,organic_search
O9631,C5024,P1078,2026-07-22,2,574.56,organic_search
O9632,C5036,P1058,2026-07-31,1,260.49,organic_search
O9633,C5000,P1149,2026-04-02,1,100.06,organic_search
O9634,C5036,P1047,2026-01-08,2,56.32,referral
O9635,C5140,P1148,2026-06-29,1,154.79,organic_search
O9636,C5231,P1122,2026-02-22,2,405.98,paid_search
O9637,C5135,P1021,2026-06-06,1,115.01,direct
O9638,C5187,P1099,2026-04-13,1,194.7,organic_search
O9639,C5127,P1097,2025-12-23,1,209.05,organic_search
O9640,C5200,P1024,2026-02-12,1,27.63,paid_search
O9641,C5126,P1027,2026-03-26,2,41.38,email
O9642,C5256,P1112,2026-07-09,2,794.24,organic_search
O9643,C5163,P1044,2025-10-07,1,139.38,paid_search
O9644,C5034,P1067,2026-01-06,1,126.91,organic_search
O9645,C5193,P1006,2026-05-15,1,264.1,paid_search
O9646,C5190,P1048,2026-06-30,3,88.44,organic_search
O9647,C5103,P1136,2026-04-21,1,33.34,organic_search
O9648,C5022,P1082,2026-06-14,2,645.42,referral
O9649,C5264,P1128,2026-07-21,2,243.16,paid_social
